modelo_1,modelo_2,modelo_3,maior
0.78753924,0.7597431,0.77458304,0.78753924
0.7554539,0.6043064,0.7881866,0.7881866
0.48379058,0.70242923,0.6117903,0.70242923
0.70054626,0.66762656,0.666305,0.70054626
0.76063865,0.53715014,0.7144738,0.76063865
0.83706546,0.8155995,0.81159496,0.83706546
0.7178325,0.69423187,0.65909547,0.7178325
0.80009604,0.7710291,0.7396085,0.80009604
0.5122844,0.5178179,0.56689626,0.56689626
0.91358614,0.8882077,0.8548806,0.91358614
0.6929164,0.6776643,0.6632765,0.6929164
0.5784681,0.593101,0.5674667,0.593101
0.5389345,0.5289598,0.49053058,0.5389345
0.7234096,0.7295956,0.69867086,0.7295956
0.7531149,0.7389784,0.74133694,0.7531149
0.64821386,0.6358254,0.65544707,0.65544707
0.8548544,0.8312913,0.8134235,0.8548544
0.8833747,0.85299116,0.8181539,0.8833747
0.7109041,0.7279308,0.72619325,0.7279308
0.5896921,0.59564245,0.6419815,0.6419815
0.73053265,0.73608947,0.67281073,0.73608947
0.83528256,0.81651855,0.76877594,0.83528256
0.33312988,0.33312988,0.49985757,0.49985757
0.79371285,0.7800421,0.78168017,0.79371285
0.33325195,0.33325195,0.36090764,0.36090764
0.7025184,0.70970047,0.66632646,0.70970047
0.3330892,0.35679698,0.3330892,0.35679698
0.7748998,0.75497687,0.73648274,0.7748998
0.9449517,0.9299488,0.9422765,0.9449517
0.73897326,0.7203975,0.71627575,0.73897326
0.6161608,0.5961877,0.5691355,0.6161608
0.6967902,0.6391906,0.6516778,0.6967902
0.70692825,0.70418274,0.704189,0.70692825
0.5829864,0.5949524,0.6079255,0.6079255
0.6826041,0.7256166,0.68383956,0.7256166
0.7158948,0.69747746,0.68612623,0.7158948
0.7384136,0.7692033,0.69062465,0.7692033
0.6570733,0.49202672,0.630474,0.6570733
0.83253086,0.75599724,0.70993847,0.83253086
0.46650374,0.4383522,0.47600722,0.47600722
0.78724843,0.7958606,0.72016305,0.7958606
0.75659066,0.75961125,0.70993686,0.75961125
0.6310442,0.6227432,0.51234853,0.6310442
0.8478527,0.7747201,0.71584314,0.8478527
0.7090305,0.6931211,0.7008543,0.7090305
0.6998672,0.66122085,0.6829771,0.6998672
0.73076874,0.74985945,0.6753391,0.74985945
0.76637506,0.78338367,0.83529234,0.83529234
0.76967925,0.7960611,0.7822942,0.7960611
0.7094199,0.710559,0.7065066,0.710559
0.51542807,0.7134469,0.4778437,0.7134469
0.6179238,0.46376228,0.6309457,0.6309457
0.6533689,0.6437914,0.65058523,0.6533689
0.49996948,0.3332316,0.49996948,0.49996948
0.5527736,0.5512636,0.52826,0.5527736
0.42067283,0.40147874,0.49227536,0.49227536
0.83681256,0.78014666,0.8008168,0.83681256
0.755789,0.70108414,0.66938525,0.755789
0.6438573,0.6891865,0.6951411,0.6951411
0.6827928,0.6881832,0.6092006,0.6881832
0.6494211,0.6424972,0.6619774,0.6619774
0.63989437,0.64473623,0.6109703,0.64473623
0.7438474,0.7908552,0.753351,0.7908552
0.88160753,0.85120755,0.8012897,0.88160753
0.8896534,0.8689534,0.847689,0.8896534
0.7586668,0.5515049,0.7335281,0.7586668
0.7219751,0.71581006,0.72190404,0.7219751
0.47877994,0.50842583,0.48239204,0.50842583
0.84138155,0.8269763,0.77095896,0.84138155
